,BURGLARY,COMMON ASSAULT,LARCENY,ROBBERY - STREET,AUTO THEFT,AGG. ASSAULT,LARCENY FROM AUTO,SHOOTING,ROBBERY - RESIDENCE,ROBBERY - COMMERCIAL,ARSON,HOMICIDE,ROBBERY - CARJACKING,RAPE
2020-02-23,9,19,20,5,8,16,14,2,0,2,0.0,2.0,2.0,0.0
2020-02-24,6,19,19,13,7,8,13,2,5,4,0.0,1.0,2.0,4.0
2020-02-25,4,16,18,8,7,13,11,0,0,1,0.0,0.0,0.0,0.0
2020-02-26,7,29,22,5,5,7,12,0,0,2,0.0,1.0,0.0,0.0
2020-02-27,12,20,25,6,14,6,8,0,1,0,0.0,1.0,0.0,0.0
2020-02-28,13,12,35,11,10,10,12,1,0,4,1.0,2.0,3.0,0.0
2020-02-29,12,12,22,10,13,9,9,0,1,2,1.0,0.0,1.0,1.0
2020-03-01,11,13,26,1,6,4,10,0,0,2,2.0,0.0,1.0,0.0
2020-03-02,14,29,27,7,6,14,9,5,1,0,0.0,0.0,2.0,2.0
2020-03-03,14,28,21,8,16,12,10,2,0,3,1.0,0.0,1.0,1.0
2020-03-04,11,22,17,3,14,11,4,0,0,0,1.0,1.0,0.0,2.0
2020-03-05,12,25,25,5,10,12,8,1,0,4,0.0,0.0,1.0,0.0
2020-03-06,15,24,28,6,10,16,6,0,1,1,0.0,0.0,2.0,0.0
2020-03-07,13,17,22,8,9,18,4,1,2,1,1.0,1.0,0.0,1.0
2020-03-08,14,23,25,11,9,17,13,0,5,1,0.0,0.0,1.0,1.0
2020-03-09,14,24,28,6,9,10,7,0,0,1,0.0,1.0,0.0,0.0
2020-03-10,10,22,23,13,10,18,9,1,1,2,1.0,1.0,3.0,0.0
2020-03-11,12,26,31,3,6,6,6,0,4,4,0.0,0.0,1.0,0.0
2020-03-12,10,21,20,6,10,16,10,0,1,2,0.0,0.0,1.0,0.0
2020-03-13,15,15,26,12,4,23,13,1,3,3,0.0,1.0,0.0,2.0
2020-03-14,12,32,22,10,9,21,5,2,1,1,0.0,0.0,3.0,0.0
2020-03-15,7,22,19,8,11,10,8,3,0,2,0.0,2.0,4.0,1.0
2020-03-16,13,17,30,6,5,17,5,2,2,2,0.0,2.0,0.0,0.0
2020-03-17,5,24,17,12,8,36,9,7,0,2,0.0,1.0,2.0,0.0
2020-03-18,11,13,16,8,7,11,3,4,3,0,0.0,0.0,1.0,0.0
2020-03-19,13,11,12,3,7,10,10,0,2,1,1.0,0.0,1.0,2.0
2020-03-20,8,26,21,12,6,12,13,5,5,1,1.0,0.0,1.0,1.0
2020-03-21,6,18,16,9,10,23,1,4,1,3,1.0,0.0,2.0,0.0
2020-03-22,3,22,10,4,8,15,2,1,0,1,0.0,0.0,0.0,1.0
2020-03-23,12,14,10,6,9,12,16,0,2,2,0.0,1.0,1.0,1.0
2020-03-24,9,18,16,6,7,14,14,1,1,2,0.0,0.0,3.0,0.0
2020-03-25,7,15,17,9,6,5,5,0,2,0,0.0,2.0,1.0,0.0
2020-03-26,18,18,17,7,7,14,5,2,0,2,0.0,0.0,3.0,0.0
2020-03-27,11,21,16,1,8,14,10,2,0,0,0.0,2.0,2.0,0.0
2020-03-28,28,13,15,4,7,17,5,5,10,0,0.0,1.0,2.0,1.0
2020-03-29,8,21,11,4,4,5,5,0,2,1,0.0,1.0,0.0,1.0
2020-03-30,11,18,15,11,8,11,15,4,9,2,1.0,1.0,1.0,0.0
2020-03-31,10,17,16,4,7,10,3,1,0,2,1.0,0.0,2.0,0.0
2020-04-01,5,10,16,7,11,9,8,1,4,2,0.0,2.0,1.0,0.0
2020-04-02,13,11,16,4,6,8,5,0,0,1,0.0,1.0,0.0,1.0
2020-04-03,12,21,29,8,10,13,5,2,2,1,0.0,0.0,0.0,0.0
2020-04-04,7,20,12,3,4,16,7,3,0,0,0.0,1.0,2.0,1.0
2020-04-05,4,22,12,4,1,11,7,0,6,1,0.0,0.0,0.0,0.0
2020-04-06,7,12,18,5,8,13,4,0,1,1,0.0,1.0,0.0,0.0
2020-04-07,7,20,11,7,8,14,10,0,0,2,0.0,1.0,0.0,0.0
2020-04-08,8,14,14,2,8,13,11,2,3,3,0.0,0.0,0.0,1.0
2020-04-09,6,8,14,4,3,13,13,2,0,5,0.0,1.0,0.0,1.0
2020-04-10,13,20,16,5,8,8,4,3,2,1,0.0,3.0,1.0,0.0
2020-04-11,8,25,12,2,3,15,11,2,1,1,0.0,1.0,1.0,0.0
2020-04-12,7,20,16,1,5,4,8,0,0,2,0.0,1.0,0.0,0.0
2020-04-13,12,13,9,0,8,9,7,3,4,1,0.0,0.0,0.0,0.0
2020-04-14,6,13,15,3,6,8,8,0,1,1,1.0,0.0,1.0,0.0
2020-04-15,12,18,13,3,3,6,12,0,1,1,0.0,0.0,0.0,0.0
2020-04-16,7,9,8,1,9,5,5,0,2,0,1.0,0.0,1.0,0.0
2020-04-17,13,15,17,0,7,8,12,3,0,0,0.0,0.0,0.0,0.0
2020-04-18,7,15,12,4,6,6,6,0,1,0,0.0,0.0,0.0,0.0
2020-04-19,8,15,11,2,8,9,8,2,1,3,0.0,1.0,1.0,1.0
2020-04-20,11,12,13,5,6,14,17,2,1,0,0.0,0.0,0.0,1.0
2020-04-21,12,6,8,5,7,11,8,3,0,1,2.0,1.0,0.0,1.0
2020-04-22,7,15,12,5,6,15,5,5,0,2,0.0,1.0,1.0,1.0
2020-04-23,8,8,13,6,4,6,7,0,2,4,0.0,1.0,1.0,1.0
2020-04-24,13,13,11,6,10,6,9,1,0,0,1.0,1.0,1.0,1.0
2020-04-25,16,15,9,5,9,11,5,1,1,1,1.0,1.0,1.0,1.0
